FID,GEOID10,GEOID_Data,P_WRKAGE,AUTOOWN0,PCT_AO0,AUTOOWN1,PCT_AO1,AUTOOWN2P,PCT_AO2P,WORKERS,R_LOWWAGEW,R_MEDWAGEW,R_HIWAGEWK,R_PCTLOWWA,EMPTOT,E5_RET10,E5_OFF10,E5_IND10,E5_SVC10,E5_ENT10,E8_RET10,E8_OFF10,E8_IND10,E8_SVC10,E8_ENT10,E8_ED10,E8_HLTH10,E8_PUB10,E_FEDT10,E_FEDRET10,E_FEDOFF10,E_FEDIND10,E_FEDSVC10,E_FEDENT10,E_LOWWAGEW,E_MEDWAGEW,E_HIWAGEWK,E_PCTLOWWA,AC_TOT,AC_WATER,AC_LAND,AC_UNPR,D1A,D1B,D1C,D1C5_Ret10,D1C5_Off10,D1C5_Ind10,D1C5_Svc10,D1C5_Ent10,D1C8_Ret10,D1C8_Off10,D1C8_Ind10,D1C8_Svc10,D1C8_Ent10,D1C8_Ed10,D1C8_Hlth1,D1C8_Pub10,D1D,D1_flag,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMIX,D3a,D3aao,D3amm,D3apo,D3b,D3bao,D3bmm3,D3bmm4,D3bpo3,D3bpo4,D4a,D4b025,D4b050,D4c,D4d,D5ar,D5ae,D5br,D5br_Flag,D5be,D5be_Flag,D5cr,D5cri,D5ce,D5cei,D5dr,D5dri,D5de,D5dei,NatWalkInd,TrAccess_I,Pop_byTr,Pop_byTr_m,Pop_byTr_1,Pop_byTr_a,Pct_Pop_by,Pct_Pop__1,Pct_Pop__2,Pct_Pop__3,HU_byTr,HH_byTr,Wrks_byTr,Wrks_byTr_,Wrks_byTr1,Wrks_byT_1,Pct_Wrks_b,Pct_Wrks_1,Pct_Wrks_2,Pct_Wrks_3,LoWgWrks_b,LoWgWrks_1,LoWgWrks_2,MeWgWrks_b,HiWgWrks_b,LoMeWgWrks,LoMeWgWr_1,LoMeWgWr_2,Pct_LoWgWr,Pct_LoWg_1,Pct_LoWg_2,Pct_LoWg_3,Pct_MeWgWr,Pct_LoMeWg,Pct_LoMe_1,Pct_LoMe_2,Pct_LoMe_3,Jobs_byTr,Jobs_byTr_,Jobs_byTr1,Job_byTr_A,Pct_Jobs_b,Pct_Jobs_1,Pct_Jobs_2,Pct_Jobs_3
425,1.70312E+11,15000US170311901001,0.70498,182,0.2218,276,0.33583,364,0.44235,878,239,446,193,0.2722,2784,132,84,43,2514,11,132,84,43,2507,11,0,7,0,0,0,0,0,0,0,1481,1188,115,0.53,78.12371826,0,78.12371826,78.123703,10.53457283,31.84692249,35.63578465,1.68962772,1.07521764,0.55040903,32.09012648,0.14080231,1.68962772,1.07521764,0.55040903,32.09012648,32.09012648,0,0.08960147,0,46.17035748,0,3.382746,0.266295,0.266295,0.248855,0.214427,0.484355,0.290732,0.319566,0.411016,0.659683,0.471163,0.315374,0.504279,18.35000038,0,2.73,15.62,49.14889908,0,24.57,4.09,12.28,20.48,866.047165,0,0,195.6666667,1602.926933,355815.4775,542792.1459,20126.61,0,44687.81,1,0.000237,0.46,0.02,0.75,0.000243844,0.09,0.000630849,0.43,12.167,0.43,1048769,0,2313560,429288,0.110850997,0,0.244533002,0.045373999,441552,397456,447237,0,967562,178373,0.109976999,0.000191805,0.237927005,0.043862499,96534,149,207030,166529,184174,263063,347,536088,0.100250997,0.000154738,0.215002999,0.0401587,0.125080004,0.114658996,0.000151244,0.233660996,0.043499298,288525,1233534,7,268229,0.069331802,1.68E-06,0.296415001,0.064454801
426,1.70318E+11,15000US170318316004,0.80824,290,0.35745,388,0.47858,133,0.16395,519,146,202,171,0.28131,698,85,21,143,444,5,85,21,143,53,5,3,388,0,0,0,0,0,0,0,177,310,211,0.25,107.25,0,107.25,99.36100006,8.172224249,14.64357917,7.024892273,0.855466824,0.211350627,1.439197128,0.533408726,0.050321578,0.855466824,0.211350627,1.439197128,0.533408726,0.533408726,0.030192947,3.904954444,0,15.19711652,0,0.859606,0.627403,0.627403,0.651408,0.609577,0.645768,0.556667,0.588078,0.638538,0.348485,0.841655,0.743553,0.773796,17.89999962,0,1.67,16.23,123.3470001,0,5.96,11.93,116.36,29.83,368.712621,0.805632745,1,274.6666667,1639.035733,288285.8235,466251.4631,26863.08,1,25531.75,1,0.000192,0.37,0.02,0.65,0.000325459,0.12,0.000360427,0.24,17.167,0.24,1024834,0,2313560,429288,0.108321004,0,0.244533002,0.045373999,413930,372445,423790,0,967562,178373,0.104211003,0.000191805,0.237927005,0.043862499,96843,149,207030,166242,160705,263085,347,536088,0.100571997,0.000154738,0.215002999,0.0401587,0.124863997,0.114669003,0.000151244,0.233660996,0.043499298,395195,1233534,7,268229,0.094964303,1.68E-06,0.296415001,0.064454801
427,1.70318E+11,15000US170318316006,0.73031,34,0.11347,129,0.42907,137,0.45744,272,48,116,108,0.17647,140,113,6,1,19,1,113,6,1,12,1,0,7,0,0,0,0,0,0,0,37,83,20,0.26,43.72428131,0,43.72428131,43.72430038,6.884046826,19.16555229,3.201882245,2.584376383,0.137223525,0.022870587,0.27444705,0.022870587,2.584376383,0.137223525,0.022870587,0.27444705,0.27444705,0,0.160094112,0,10.08592907,0,0.465116,0.403602,0.403602,0.412381,0.35533,0.463876,0.547313,0.607758,0.946361,0.136908,0.689997,1.942857,0.389513,17.12999916,0,0,17.13,43.91059875,0,0,0,21.95,29.27,897.029788,0.322416618,1,166.3333333,2434.645333,283172.6751,453636.4712,23822.26,1,25764.66,0,0.000189,0.37,0.01,0.63,0.000288618,0.1,0.000363715,0.24,12.5,0.24,1028434,0,2313560,429288,0.108700998,0,0.244533002,0.045373999,407128,367572,421798,0,967562,178373,0.103721999,0.000191805,0.237927005,0.043862499,98396,149,207030,166762,156640,265158,347,536088,0.102185003,0.000154738,0.215002999,0.0401587,0.125255004,0.115571998,0.000151244,0.233660996,0.043499298,357123,1233534,7,268229,0.085815698,1.68E-06,0.296415001,0.064454801
428,1.70318E+11,15000US170318316003,0.74077,37,0.10512,66,0.18717,249,0.70769,404,85,188,131,0.21039,49,28,7,2,4,8,28,7,2,1,8,0,3,0,0,0,0,0,0,0,18,23,8,0.36,45.56,0,45.55691147,45.55690002,7.74854986,22.60908316,1.075577743,0.614615853,0.153653963,0.043901132,0.021950566,0.175604529,0.614615853,0.153653963,0.043901132,0.021950566,0.021950566,0,0.065851699,0,8.824127603,0,0.13881,0,0,0,0,0.290468,0.423303,0.467706,0.081974,0.040992,0.220825,8.244898,0.000714,16.78109932,0,2.490168897,14.29096929,39.80870056,0,28.09190535,0,0,21.07142918,494.232852,0,0.41263813,143,2008.9152,287837.8684,463085.4839,20699.56,1,24265.89,0,0.000192,0.37,0.02,0.64,0.000250785,0.09,0.000342557,0.23,10.5,0.23,946645,0,2313560,429288,0.100056,0,0.244533002,0.045373999,372950,338107,387614,0,967562,178373,0.095315702,0.000191805,0.237927005,0.043862499,90702,149,207030,153972,142940,244674,347,536088,0.0941948,0.000154738,0.215002999,0.0401587,0.115648001,0.106643997,0.000151244,0.233660996,0.043499298,287427,1233534,7,268229,0.069068,1.68E-06,0.296415001,0.064454801
429,1.70318E+11,15000US170318316002,0.71996,44,0.10659,95,0.23096,274,0.66243,485,96,243,146,0.19793,48,2,0,7,36,3,2,0,7,0,3,36,0,0,0,0,0,0,0,0,26,12,10,0.54,50.72,0,50.7178688,50.71789932,8.162803559,25.27708735,0.946412007,0.039433834,0,0.138018418,0,0.05915075,0.039433834,0,0.138018418,0,0,0.709809005,0,0,9.109215566,0,0.115942,0,0,0,0,0.259041,0.401854,0.456129,0.082496,0.032404,0.183928,10.104167,0.000111,19.60079956,0,0.180007553,19.4208149,44.16189957,0,0,0,0,44.16185303,439.819268,0.155473407,0.701645528,175,2208.298667,277673.7449,448291.5328,19887.98,1,22759.42,0,0.000185,0.36,0.01,0.62,0.000240953,0.08,0.00032129,0.22,10,0.22,934340,0,2313560,429288,0.098755904,0,0.244533002,0.045373999,371355,334974,383647,0,967562,178373,0.094340198,0.000191805,0.237927005,0.043862499,89160,149,207030,152855,141632,242015,347,536088,0.092593499,0.000154738,0.215002999,0.0401587,0.114808999,0.105485,0.000151244,0.233660996,0.043499298,295620,1233534,7,268229,0.071036696,1.68E-06,0.296415001,0.064454801
430,1.70318E+11,15000US170318316005,0.68473,72,0.19313,114,0.30472,189,0.50214,514,120,248,146,0.23346,119,96,3,8,12,0,96,3,8,12,0,0,0,0,0,0,0,0,0,0,38,39,42,0.31,40.50522995,0,40.50522995,40.50519943,9.307440063,32.34150261,2.937892222,2.370064313,0.07406451,0.197505359,0.296258039,0,2.370064313,0.07406451,0.197505359,0.296258039,0.296258039,0,0,0,12.24533228,0,0.31565,0.489716,0.421819,0.489716,0.326478,0.44355,0.524191,0.598109,0.52056,0.076842,0.383079,4.319328,0.036177,26.44000053,0,3.97,22.47,113.2539978,0,0,31.6,63.2,39.5,783.675398,0.000508884,0.902202702,156,2464.874667,282796.5103,462940.5448,21961.7,1,24667.51,0,0.000189,0.37,0.02,0.64,0.000266077,0.09,0.000348226,0.23,14.833,0.23,1001623,0,2313560,429288,0.105866998,0,0.244533002,0.045373999,403962,363852,414141,0,967562,178373,0.101838998,0.000191805,0.237927005,0.043862499,94724,149,207030,162792,156625,257516,347,536088,0.098371699,0.000154738,0.215002999,0.0401587,0.122272998,0.112241,0.000151244,0.233660996,0.043499298,343349,1233534,7,268229,0.082505897,1.68E-06,0.296415001,0.064454801
431,1.70318E+11,15000US170318316001,0.6856,34,0.08672,99,0.24661,268,0.66666,446,106,199,141,0.23766,652,235,3,296,6,112,235,3,296,2,112,0,4,0,0,0,0,0,0,0,159,234,259,0.24,80.15,0,80.14913177,80.14910126,5.01565009,16.90598476,8.134835469,2.932034257,0.037430225,3.693115489,0.024953483,1.39739505,2.932034257,0.037430225,3.693115489,0.024953483,0.024953483,0,0.049906966,0,13.15048556,0,1.621891,0.681488,0.681488,0.615412,0.530272,0.749672,0.711562,0.713612,0.554588,0.349358,0.801285,0.684049,0.729095,16.15019989,0,3.770040897,12.3801343,73.20480347,0,0,35.93038977,31.94034649,15.97017324,589.922705,0,0.206389835,196.3333333,1567.744,284311.43,462729.6699,17732.81,1,22567.13,0,0.00019,0.37,0.02,0.64,0.000214842,0.07,0.000318576,0.21,15.5,0.21,883454,0,2313560,429288,0.093377501,0,0.244533002,0.045373999,351858,317603,361684,0,967562,178373,0.088939399,0.000191805,0.237927005,0.043862499,83973,149,207030,144388,133323,228361,347,536088,0.087206699,0.000154738,0.215002999,0.0401587,0.108450003,0.099533901,0.000151244,0.233660996,0.043499298,254319,1233534,7,268229,0.061112199,1.68E-06,0.296415001,0.064454801
432,1.70312E+11,15000US170311801005,0.78997,64,0.12359,143,0.2734,316,0.60299,474,118,203,153,0.24894,155,0,1,37,93,24,0,1,37,35,24,0,58,0,0,0,0,0,0,0,67,62,26,0.43,52.96,0,52.95791626,52.957901,9.913532047,25.98289542,2.926852319,0,0.018882918,0.698667973,0.660902136,0.453190036,0,0.018882918,0.698667973,0.660902136,0.660902136,0,1.095209255,0,12.84038437,0,0.295238,0.699576,0.602582,0.849468,0.657468,0.470871,0.588915,0.657024,0.639772,0.094417,0.501461,3.058065,0.127701,17.87070084,0,3.430134933,14.44056806,62.42589951,0,12.08047522,24.16095043,18.12071282,18.12071282,770.604579,0,0,154.3333333,1865.128533,284837.6704,455233.1791,15161.86,1,21653.16,0,0.00019,0.37,0.02,0.63,0.000183693,0.06,0.000305673,0.2,14.833,0.2,794272,0,2313560,429288,0.083951302,0,0.244533002,0.045373999,309658,283072,326587,0,967562,178373,0.080308899,0.000191805,0.237927005,0.043862499,75832,149,207030,129229,121526,205061,347,536088,0.078752197,0.000154738,0.215002999,0.0401587,0.097063698,0.089378297,0.000151244,0.233660996,0.043499298,237836,1233534,7,268229,0.0571514,1.68E-06,0.296415001,0.064454801
433,1.70312E+11,15000US170311801004,0.80152,14,0.03428,159,0.37142,255,0.59428,425,101,185,139,0.23764,59,2,4,18,34,1,2,4,18,22,1,0,12,0,0,0,0,0,0,0,29,19,11,0.49,58.29449081,0,58.29449081,58.29449844,7.376340268,20.31066716,1.012102502,0.034308559,0.068617119,0.308777034,0.377394153,0.01715428,0.034308559,0.068617119,0.308777034,0.377394153,0.377394153,0,0.205851356,0,8.38844277,0,0.137209,0.649983,0.649983,0.792656,0.682996,0.275955,0.336145,0.354942,0.050888,0.042897,0.248782,7.20339,0.002023,23.12000084,0,0,23.12,73.20349884,0,0,0,60.38,32.93,545.340371,0,0,150,1646.811733,289847.5402,460523.0095,11762.56,1,18241.98,0,0.000193,0.37,0.02,0.64,0.000142509,0.05,0.000257519,0.17,13.833,0.17,709459,0,2313560,429288,0.074986897,0,0.244533002,0.045373999,277588,254066,291745,0,967562,178373,0.071741097,0.000191805,0.237927005,0.043862499,67219,149,207030,115456,109070,182675,347,536088,0.0698075,0.000154738,0.215002999,0.0401587,0.086718798,0.079621099,0.000151244,0.233660996,0.043499298,209794,1233534,7,268229,0.050413001,1.68E-06,0.296415001,0.064454801
434,1.70312E+11,15000US170311801003,0.76763,18,0.03769,105,0.21951,358,0.74279,630,143,253,234,0.22698,35,0,15,15,3,2,0,15,15,3,2,0,0,0,0,0,0,0,0,0,8,14,13,0.22,50.85,0,50.84772491,50.84769821,9.479283504,28.43785051,0.688329715,0,0.294998449,0.294998449,0.05899969,0.039333127,0,0.294998449,0.294998449,0.05899969,0.05899969,0,0,0,10.16761322,0,0.072614,0,0,0,0,0.200156,0.152125,0.156275,0,0.021069,0.107587,18,0,25.22109985,0,3.110139028,22.11098839,81.80290222,0,0,18.87084355,37.75168756,37.75168756,317.663136,0,0,85.66666667,1078.2528,285812.1763,459989.7511,14058.61,1,24093.33,1,0.000191,0.37,0.02,0.64,0.000170327,0.06,0.000340121,0.23,11.833,0.23,799380,0,2313560,429288,0.084491201,0,0.244533002,0.045373999,312189,283849,325255,0,967562,178373,0.079981402,0.000191805,0.237927005,0.043862499,75784,149,207030,130594,118877,206378,347,536088,0.078702398,0.000154738,0.215002999,0.0401587,0.098088898,0.089952402,0.000151244,0.233660996,0.043499298,219052,1233534,7,268229,0.052637599,1.68E-06,0.296415001,0.064454801
435,1.70312E+11,15000US170311801002,0.75534,103,0.26315,159,0.4046,130,0.33223,410,98,174,138,0.23902,24,3,0,9,8,4,3,0,9,7,4,0,1,0,0,0,0,0,0,0,8,6,10,0.33,50.50291824,0,50.50291824,50.50289917,7.801529371,23.14717725,0.475220063,0.059402508,0,0.178207524,0.138605852,0.079203344,0.059402508,0,0.178207524,0.138605852,0.138605852,0,0.019800836,0,8.276749434,0,0.060914,0,0,0,0,0.182681,0.278895,0.308775,0.000501,0.017899,0.113034,17.083333,0,22.53000069,0,4.58,17.95,71.81089783,0,12.67,31.68,0,31.68,569.070778,0,0,77,975.7845333,285847.1306,463493.1293,14483.16,0,20644.81,0,0.000191,0.37,0.02,0.64,0.000175471,0.06,0.000291439,0.19,11.167,0.19,808213,0,2313560,429288,0.085424803,0,0.244533002,0.045373999,318802,288980,328495,0,967562,178373,0.0807781,0.000191805,0.237927005,0.043862499,76253,149,207030,131518,120724,207771,347,536088,0.079189397,0.000154738,0.215002999,0.0401587,0.098782897,0.090559497,0.000151244,0.233660996,0.043499298,219444,1233534,7,268229,0.052731801,1.68E-06,0.296415001,0.064454801
436,1.70311E+11,15000US170311104002,0.81743,104,0.16571,317,0.50142,210,0.33285,631,136,237,258,0.21553,89,0,6,3,76,4,0,6,3,13,4,20,43,0,0,0,0,0,0,0,15,42,32,0.16,56.8960762,0,56.8960762,56.89609909,11.12554753,23.5868638,1.564255498,0,0.105455427,0.052727713,0.228486758,0.070303618,0,0.105455427,0.052727713,0.228486758,0.228486758,0.351518089,0.755763892,0,12.68980303,0,0.1406,0.411422,0.35438,0.783277,0.674914,0.275683,0.412069,0.475046,0.17756,0.056688,0.252262,7.089888,0.002266,17.26000023,0,0.92,16.34,50.63579941,0,5.62,0,61.87,5.62,464.779912,0.007657484,0.50270096,202.6666667,2279.701333,402252.6534,586563.1646,28670.47,1,30603.02,1,0.000268,0.52,0.02,0.81,0.000347357,0.12,0.000432017,0.29,13.5,0.29,1063062,0,2313560,429288,0.112360999,0,0.244533002,0.045373999,448545,410129,463027,0,967562,178373,0.113860004,0.000191805,0.237927005,0.043862499,100232,149,207030,163766,199029,263998,347,536088,0.104092002,0.000154738,0.215002999,0.0401587,0.123003997,0.115066998,0.000151244,0.233660996,0.043499298,586136,1233534,7,268229,0.140846997,1.68E-06,0.296415001,0.064454801
437,1.70311E+11,15000US170311104003,0.81425,33,0.05273,357,0.56054,246,0.38671,608,136,213,259,0.22368,108,12,3,27,63,3,12,3,27,32,3,0,31,0,0,0,0,0,0,0,34,51,23,0.31,47.71,0,47.70946503,47.70949936,13.35164835,27.64650577,2.263701761,0.251522418,0.062880604,0.56592544,0.670726448,0.062880604,0.251522418,0.062880604,0.56592544,0.670726448,0.670726448,0,0.649766246,0,15.61535011,0,0.169545,0.686083,0.686083,0.841894,0.725421,0.320328,0.413785,0.442269,0.148277,0.069527,0.307632,5.62963,0.009758,23.11030006,0,5.240058718,17.87020025,76.00530243,0,13.41015027,33.53037573,0,33.53037573,536.450655,0,0.485516256,108.6666667,1457.713067,412435.6839,597168.1596,26383.22,1,27596.94,1,0.000275,0.54,0.02,0.83,0.000319646,0.11,0.000389581,0.26,15.167,0.26,973294,0,2313560,429288,0.102872998,0,0.244533002,0.045373999,405452,372073,421608,0,967562,178373,0.103675,0.000191805,0.237927005,0.043862499,91691,149,207030,149813,180104,241504,347,536088,0.095221899,0.000154738,0.215002999,0.0401587,0.112524003,0.105261996,0.000151244,0.233660996,0.043499298,565014,1233534,7,268229,0.135771006,1.68E-06,0.296415001,0.064454801
438,1.70311E+11,15000US170311103005,0.78181,110,0.20806,104,0.19745,315,0.59447,670,145,218,307,0.21641,29,0,4,15,5,5,0,4,15,2,5,0,3,0,0,0,0,0,0,0,11,14,4,0.37,57.93,0,57.92817307,57.92819977,9.149261438,22.78683981,0.500619965,0,0.06905103,0.258941361,0.034525515,0.086313787,0,0.06905103,0.258941361,0.034525515,0.034525515,0,0.051788272,0,9.649881403,0,0.054717,0,0,0,0,0.166096,0.192145,0.204568,0.000002,0.019142,0.084829,23.103448,0,26.73080063,0,7.450235349,19.28060906,147.298996,0,22.09069783,55.23174474,0,77.33244289,129.10449,0,0.092844906,101.3333333,1119.547733,385715.1587,563964.0287,17214.64,1,24631.64,1,0.000257,0.5,0.02,0.78,0.000208564,0.07,0.00034772,0.23,13,0.23,752589,0,2313560,429288,0.079545602,0,0.244533002,0.045373999,301586,276702,314460,0,967562,178373,0.077326797,0.000191805,0.237927005,0.043862499,71388,149,207030,118471,124601,189859,347,536088,0.074137099,0.000154738,0.215002999,0.0401587,0.088983297,0.082752399,0.000151244,0.233660996,0.043499298,238271,1233534,7,268229,0.057255901,1.68E-06,0.296415001,0.064454801
439,1.70311E+11,15000US170311103004,0.79479,44,0.08425,186,0.35033,300,0.56541,703,135,240,328,0.19203,10,0,0,9,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,6,1,3,0.6,64.7,0,64.6968689,64.69689941,8.222963631,20.78925956,0.154566986,0,0,0.139110287,0.015456699,0,0,0,0.139110287,0.015456699,0.015456699,0,0,0,8.377530617,0,0.018797,0,0,0,0,0.089151,0.048709,0.051711,0,0.006519,0.028696,70.3,0,20.35099983,0,1.350065339,19.00091958,89.03420258,0,0,9.890478666,29.671436,59.35287248,594.071376,0,0.153044725,84.66666667,837.5466667,387472.1479,560987.97,15109.69,1,23178.41,1,0.000258,0.5,0.02,0.78,0.000183061,0.06,0.000327205,0.22,11.167,0.22,706637,0,2313560,429288,0.074688599,0,0.244533002,0.045373999,282052,259446,294859,0,967562,178373,0.072506897,0.000191805,0.237927005,0.043862499,67046,149,207030,110678,117135,177724,347,536088,0.069627903,0.000154738,0.215002999,0.0401587,0.083130002,0.077463202,0.000151244,0.233660996,0.043499298,233930,1233534,7,268229,0.056212801,1.68E-06,0.296415001,0.064454801
440,1.70311E+11,15000US170311103003,0.78493,13,0.047,95,0.33333,176,0.61965,442,100,145,197,0.22624,68,35,3,5,25,0,35,3,5,22,0,0,3,0,0,0,0,0,0,0,23,32,13,0.33,53.14,0,53.14,47.31750107,6.023142379,15.42769802,1.437100638,0.739684152,0.063401499,0.105669165,0.464944324,0,0.739684152,0.063401499,0.105669165,0.464944324,0.464944324,0,0.063401499,0,7.460243017,0,0.238596,0.749718,0.645772,0.729589,0.564685,0.428865,0.552192,0.631631,0.366237,0.07872,0.272042,6.5,0.004087,22.57999992,0,6.6,15.98,136.5090027,0,84.3,54.19,12.04,18.06,679.723113,0.079733104,0.75588925,67,806.9248,409353.3997,590703.1389,24301.48,1,19979.54,0,0.000273,0.53,0.02,0.82,0.000294424,0.1,0.000282047,0.19,15.833,0.19,780629,0,2313560,429288,0.082509302,0,0.244533002,0.045373999,313948,289081,333040,0,967562,178373,0.081895702,0.000191805,0.237927005,0.043862499,75662,149,207030,122493,134885,198155,347,536088,0.078575701,0.000154738,0.215002999,0.0401587,0.092004299,0.0863683,0.000151244,0.233660996,0.043499298,500268,1233534,7,268229,0.120213002,1.68E-06,0.296415001,0.064454801
441,1.70311E+11,15000US170311103002,0.79806,104,0.24586,130,0.30785,189,0.44628,569,128,196,245,0.22495,60,10,17,5,3,25,10,17,5,3,25,0,0,0,0,0,0,0,0,0,20,33,7,0.33,61.82,0,61.81962204,61.81959915,6.874839832,16.742257,0.970565623,0.161760937,0.274993593,0.080880469,0.048528281,0.404402343,0.161760937,0.274993593,0.080880469,0.048528281,0.048528281,0,0,0,7.845405455,0,0.141176,0.855943,0.855943,0.855943,0.66248,0.303991,0.415773,0.456362,0.10792,0.04973,0.194796,9.483333,0.000207,23.69009972,0,4.200025535,19.49011849,139.7680054,0,51.76031468,10.35006292,10.35006292,87.99053495,558.456705,0.275828813,0.908689623,72.66666667,752.2965333,414756.5571,593145.5081,24487.1,1,19650.45,1,0.000277,0.54,0.02,0.82,0.000296673,0.11,0.000277402,0.19,15,0.19,769074,0,2313560,429288,0.081288002,0,0.244533002,0.045373999,306914,283258,325945,0,967562,178373,0.080150999,0.000191805,0.237927005,0.043862499,74206,149,207030,120484,131255,194690,347,536088,0.077063598,0.000154738,0.215002999,0.0401587,0.090495303,0.084858,0.000151244,0.233660996,0.043499298,262779,1233534,7,268229,0.063145101,1.68E-06,0.296415001,0.064454801
442,1.70311E+11,15000US170311103001,0.80027,18,0.06666,63,0.22666,198,0.70666,334,45,111,178,0.13473,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,61.58335114,0,61.58335114,61.58340073,4.56292155,11.87009129,0.03247631,0.016238155,0.016238155,0,0,0,0.016238155,0.016238155,0,0,0,0,0,0,4.59539786,0,0.007117,0,0,0,0,0.042726,0.045193,0.045193,0,0.002404,0.012181,167,0,35.38999939,15.45,5.64,14.3,112.6060028,23.38,46.76,25.98,51.96,20.78,597.630338,0.313981983,0.9605682,69.33333333,720.5418667,419179.5457,594812.6556,23584.74,1,17219.52,0,0.00028,0.54,0.02,0.83,0.000285741,0.1,0.000243085,0.16,12,0.16,719945,0,2313560,429288,0.076095201,0,0.244533002,0.045373999,284449,262670,304568,0,967562,178373,0.074894398,0.000191805,0.237927005,0.043862499,69916,149,207030,113479,121173,183395,347,536088,0.072608396,0.000154738,0.215002999,0.0401587,0.085233897,0.079934999,0.000151244,0.233660996,0.043499298,231123,1233534,7,268229,0.0555383,1.68E-06,0.296415001,0.064454801
443,1.70311E+11,15000US170311102002,0.79526,120,0.2094,154,0.26923,299,0.52136,539,114,190,235,0.2115,735,14,7,419,240,55,14,7,419,192,55,0,48,0,0,0,0,0,0,0,199,357,179,0.27,77.59490967,0,77.59490967,77.59490204,7.397392464,15.80000551,9.472270838,0.180424206,0.090212103,5.39983875,2.474389117,0.708809382,0.180424206,0.090212103,5.39983875,2.474389117,2.474389117,0,0.618597279,0,16.8696633,0,1.280488,0.621092,0.621092,0.649085,0.559287,0.695875,0.686198,0.672766,0.654074,0.417343,0.834916,0.733333,0.765928,21.87999916,0.9,7.91,13.07,101.7399979,8.24,57.73,16.49,32.99,24.74,647.779374,0.746541458,1.000000006,203.6666667,1679.835733,399930.4863,570323.2517,21302.17,1,19636.99,0,0.000267,0.52,0.02,0.79,0.000258086,0.09,0.000277212,0.18,16.333,0.18,781941,0,2313560,429288,0.082648002,0,0.244533002,0.045373999,316854,291588,334886,0,967562,178373,0.082349703,0.000191805,0.237927005,0.043862499,76031,149,207030,121398,137457,197429,347,536088,0.078958899,0.000154738,0.215002999,0.0401587,0.0911818,0.086051799,0.000151244,0.233660996,0.043499298,524718,1233534,7,268229,0.126087993,1.68E-06,0.296415001,0.064454801
444,1.70311E+11,15000US170311102001,0.80586,62,0.09305,327,0.49039,277,0.41654,797,197,282,318,0.24717,470,175,74,46,107,68,175,74,46,43,68,0,64,0,0,0,0,0,0,0,207,179,84,0.44,69.74514008,0,69.74514008,69.74510193,9.563390356,22.96934236,6.738820791,2.509135401,1.061005827,0.659544163,0.616530413,0.974978327,2.509135401,1.061005827,0.659544163,0.616530413,0.616530413,0,0.917626661,0,16.30221115,0,0.704648,0.933865,0.933865,0.924447,0.796554,0.725183,0.775468,0.846362,0.744637,0.228593,0.752705,1.695745,0.498703,23.04000092,0,5.13,17.91,131.552002,0,22.94,50.47,64.23,22.94,57.555704,0.000671355,0.958927631,215,1972.898133,403983.1797,580011.4058,28885.69,1,33240.6,1,0.000269,0.52,0.02,0.81,0.000349964,0.13,0.000469251,0.32,18.5,0.32,985506,0,2313560,429288,0.104163997,0,0.244533002,0.045373999,412883,379139,430581,0,967562,178373,0.105880998,0.000191805,0.237927005,0.043862499,94155,149,207030,150912,185514,245067,347,536088,0.097780801,0.000154738,0.215002999,0.0401587,0.113349997,0.106815003,0.000151244,0.233660996,0.043499298,598736,1233534,7,268229,0.143875003,1.68E-06,0.296415001,0.064454801
445,1.7031E+11,15000US170310105031,0.93792,540,0.55778,277,0.28659,150,0.15562,570,145,204,221,0.25438,35,12,9,1,7,6,12,9,1,3,6,3,1,0,0,0,0,0,0,0,12,13,10,0.34,27.21,0,27.20639229,27.20639992,35.61662971,54.4724925,1.286462374,0.441072814,0.33080461,0.036756068,0.110268203,0.220536407,0.441072814,0.33080461,0.036756068,0.110268203,0.110268203,0.110268203,0.036756068,0,36.90309209,0,0.03612,0,0,0,0,0.112472,0.183402,0.203238,0.000003,0.020562,0.118242,16.285714,0,21.62290001,0,6.130812597,15.49205337,58.83129883,0,58.80779457,11.76155891,11.76155891,0,399.509764,0.915464527,1,241.3333333,5677.098667,248475.7984,404651.3427,24016.59,0,25635.36,0,0.000166,0.32,0.01,0.56,0.000290973,0.1,0.000361889,0.24,11.167,0.24,710477,0,2313560,429288,0.075094499,0,0.244533002,0.045373999,377489,336192,336747,0,967562,178373,0.082807302,0.000191805,0.237927005,0.043862499,64754,149,207030,98645,173348,163399,347,536088,0.067247599,0.000154738,0.215002999,0.0401587,0.074092098,0.071219496,0.000151244,0.233660996,0.043499298,637941,1233534,7,268229,0.153295994,1.68E-06,0.296415001,0.064454801
